region,year,temperature,precipitation
PT18,2011,17.026384,1035.634
PT18,2012,16.269705,832.222
PT18,2013,16.42084,992.5194
PT18,2014,16.494772,1166.9865
PT18,2015,16.978386,626.50964
PT18,2016,16.932867,979.3644
PT18,2017,17.479189,589.40125
PT18,2018,16.27369,1113.8201
PT18,2019,16.731941,687.70215
PT18,2020,17.19816,856.9412
PT18,2021,16.735104,900.84174
PT18,2022,17.694756,912.7436
PT18,2023,17.737103,656.7831
RO11,2010,9.151259,2471.7673
RO11,2011,8.870278,1432.0546
RO11,2012,9.41635,1634.3727
RO11,2013,9.589371,1882.8907
RO11,2014,10.503453,1748.9414
RO11,2015,10.127825,1709.63
RO11,2016,9.450149,2102.026
RO11,2017,9.503584,1830.4921
RO11,2018,10.35302,1907.8999
RO11,2019,10.572333,1635.3817
RO11,2020,9.846239,1971.5109
RO11,2021,9.100275,1997.6616
RO11,2022,9.815822,1809.7706
RO11,2023,10.569861,2206.8062
RO12,2010,8.08268,2120.4358
RO12,2011,7.7380624,1424.4575
RO12,2012,8.491737,1544.6453
RO12,2013,8.491725,1725.5192
RO12,2014,9.087352,1763.7004
RO12,2015,9.072843,1676.9047
RO12,2016,8.517624,2087.946
RO12,2017,8.578389,1698.8135
RO12,2018,9.223279,1850.4009
RO12,2019,9.54967,1630.0259
RO12,2020,9.087868,1866.4626
RO12,2021,8.206531,1892.4323
RO12,2022,8.896617,1663.9824
RO12,2023,9.604057,1780.6416
RO21,2010,8.850082,1965.6239
RO21,2011,8.791429,1109.2205
RO21,2012,9.336769,1382.9146
RO21,2013,9.31963,1568.4395
RO21,2014,9.336421,1830.2717
RO21,2015,10.325812,1281.7516
RO21,2016,9.88589,1791.8281
RO21,2017,9.733031,1397.6583
RO21,2018,9.66044,1549.9143
RO21,2019,10.384752,1398.921
RO21,2020,10.494664,1447.5688
RO21,2021,9.004836,1530.0665
RO21,2022,10.08322,1292.5425
RO21,2023,10.852798,1308.3468
RO22,2010,11.5811205,1486.3339
RO22,2011,10.896567,991.6649
RO22,2012,11.928367,1369.6365
RO22,2013,11.94963,1332.1476
RO22,2014,11.615114,1640.0785
RO22,2015,12.227803,1299.6101
RO22,2016,11.949242,1448.4368
RO22,2017,11.680822,1345.1423
RO22,2018,11.89404,1231.5426
RO22,2019,12.748913,1000.04004
RO22,2020,12.862484,1065.114
RO22,2021,11.490714,1413.5828
RO22,2022,12.483567,798.4848
RO22,2023,13.139416,1153.1945
RO31,2010,11.196871,1856.741
RO31,2011,10.765069,1222.4579
RO31,2012,11.7407875,1555.5295
RO31,2013,11.7365265,1555.2731
RO31,2014,11.349365,2041.2368
RO31,2015,12.027924,1521.3098
RO31,2016,11.573043,1702.3068
RO31,2017,11.366401,1737.6976
RO31,2018,11.727184,1611.1755
RO31,2019,12.452869,1383.0071
RO31,2020,12.499684,1415.0371
RO31,2021,11.27671,1719.6998
RO31,2022,12.201073,1070.8293
RO31,2023,13.028946,1392.7069
RO32,2010,11.89258,50.113678
RO32,2011,11.570841,32.79686
RO32,2012,12.261157,45.24517
RO32,2013,12.460301,43.600082
RO32,2014,11.949869,59.574127
RO32,2015,12.746266,42.06848
RO32,2016,12.263357,48.88916
RO32,2017,11.928873,53.671837
RO32,2018,12.50838,42.817116
RO32,2019,13.207651,37.799835
RO32,2020,13.48895,40.182114
RO32,2021,12.069235,49.22104
RO32,2022,13.136055,26.716232
RO32,2023,13.957994,37.661552
RO41,2010,10.643657,1916.603
RO41,2011,10.4886465,1027.2865
RO41,2012,11.533996,1311.7876
RO41,2013,11.176127,1581.6498
RO41,2014,11.055423,2008.2988
RO41,2015,11.635019,1493.9805
RO41,2016,11.072796,1705.0819
RO41,2017,11.226838,1446.2003
RO41,2018,11.368075,1603.3726
RO41,2019,11.989307,1435.0538
RO41,2020,11.711942,1427.5885
RO41,2021,10.984632,1497.3679
RO41,2022,11.667,1339.5453
RO41,2023,12.179032,1505.4807
RO42,2010,10.358412,2162.7732
RO42,2011,10.103733,1179.533
RO42,2012,10.720832,1543.7498
RO42,2013,10.778375,1854.4827
RO42,2014,11.352519,1922.4596
RO42,2015,11.320121,1491.8613
RO42,2016,10.576115,2058.3516
RO42,2017,10.708412,1378.0537
RO42,2018,11.474772,1722.8718
RO42,2019,11.690287,1531.7736
RO42,2020,10.984272,1769.1908
RO42,2021,10.479056,1669.4384
RO42,2022,11.201875,1510.0383
RO42,2023,11.657859,1991.0984
RS11,2010,12.653762,149.90997
RS11,2011,12.414835,76.05648
RS11,2012,13.278425,106.81534
RS11,2013,13.267008,105.33714
RS11,2014,13.527783,177.04486
RS11,2015,13.400873,111.60278
RS11,2016,12.976476,137.89558
RS11,2017,13.187891,91.52889
RS11,2018,13.729457,129.87805
RS11,2019,14.028615,108.91533
RS11,2020,13.32588,105.428696
RS11,2021,13.0942335,123.27194
RS11,2022,13.737943,103.637695
RS11,2023,14.126941,139.35565
RS12,2010,12.095032,1197.5441
RS12,2011,12.104865,584.04254
RS12,2012,12.892118,734.40173
RS12,2013,12.772334,922.9107
RS12,2014,13.284143,1207.7179
RS12,2015,13.264389,801.81885
RS12,2016,12.608505,1034.8301
RS12,2017,12.924396,688.29535
RS12,2018,13.528998,922.6141
RS12,2019,13.767093,817.45337
RS12,2020,13.097797,777.9522
RS12,2021,12.60977,934.0849
RS12,2022,13.392646,744.3619
RS12,2023,13.869549,1027.3657
RS21,2010,10.552347,1577.4021
RS21,2011,10.245585,964.5672
RS21,2012,10.973364,1213.5325
RS21,2013,11.058145,1214.1399
RS21,2014,11.320999,1907.1217
RS21,2015,11.099192,1246.2034
RS21,2016,10.80727,1596.7007
RS21,2017,10.684262,1221.9191
RS21,2018,11.180717,1656.1307
RS21,2019,11.420518,1313.2047
RS21,2020,10.872446,1336.9265
RS21,2021,10.6258955,1384.921
RS21,2022,11.272365,1344.2831
RS21,2023,11.729261,1591.3639
RS22,2010,10.88805,1464.3154
RS22,2011,10.50434,727.52094
RS22,2012,11.207517,1098.7826
RS22,2013,11.358855,1123.6362
RS22,2014,11.274119,1745.5759
RS22,2015,11.369212,1127.7723
RS22,2016,11.06392,1389.883
RS22,2017,10.997288,1090.8499
RS22,2018,11.388065,1403.7533
RS22,2019,11.791947,1094.4872
RS22,2020,11.150687,1260.705
RS22,2021,10.803542,1280.3822
RS22,2022,11.399468,1167.2325
RS22,2023,11.821988,1491.4026
SE11,2010,4.960552,369.0033
SE11,2011,7.394395,346.8895
SE11,2012,6.4014897,519.85266
SE11,2013,6.7800493,308.588
SE11,2014,7.835387,351.95447
SE11,2015,7.7923613,394.81354
SE11,2016,7.191378,308.85315
SE11,2017,7.090294,341.5146
SE11,2018,7.6943245,265.9235
SE11,2019,7.5906076,407.197
SE11,2020,8.772866,336.2465
SE11,2021,7.135631,350.41333
SE11,2022,7.707382,327.81125
SE11,2023,6.995315,429.35944
SE12,2010,4.5562987,2691.6465
SE12,2011,7.282662,2482.7366
SE12,2012,6.1642876,3233.0198
SE12,2013,6.539887,2135.7441
SE12,2014,7.7219906,2723.0376
SE12,2015,7.4774027,2750.783
SE12,2016,7.026132,2115.8296
SE12,2017,6.930497,2441.702
SE12,2018,7.5327654,1924.6426
SE12,2019,7.4114175,2780.2573
SE12,2020,8.612085,2394.3616
SE12,2021,6.825221,2542.3193
SE12,2022,7.52693,2407.815
SE12,2023,6.8474555,3011.5842
SE21,2010,5.367697,2441.86
SE21,2011,7.570377,2226.8477
SE21,2012,6.6587677,2494.2817
SE21,2013,6.8834515,1791.9692
SE21,2014,8.307532,2265.9998
SE21,2015,7.906821,2172.016
SE21,2016,7.566368,1844.0532
SE21,2017,7.516049,2255.5056
SE21,2018,8.234515,1634.8352
SE21,2019,8.237282,2231.3738
SE21,2020,8.829179,2075.6912
SE21,2021,7.4463944,2244.7786
SE21,2022,8.181713,1797.4539
SE21,2023,7.779205,2363.453
SE22,2010,6.361696,809.9155
SE22,2011,8.320156,786.5305
SE22,2012,7.6421185,787.4813
SE22,2013,7.900516,653.49963
SE22,2014,9.382542,856.782
SE22,2015,8.762913,775.5928
SE22,2016,8.5502615,661.026
SE22,2017,8.414036,841.9714
SE22,2018,9.152079,551.7731
SE22,2019,9.180366,811.4643
SE22,2020,9.635795,727.8242
SE22,2021,8.378259,827.02924
SE22,2022,9.053278,671.08344
SE22,2023,8.765198,888.53644
SE23,2010,5.0403094,2398.5137
SE23,2011,7.7459865,2654.3723
SE23,2012,6.755924,2939.867
SE23,2013,6.990351,2052.723
SE23,2014,8.603138,2798.7004
SE23,2015,8.019625,2698.5864
SE23,2016,7.6478477,2132.578
SE23,2017,7.65104,2442.3257
SE23,2018,8.215277,1836.8655
SE23,2019,8.199569,2836.5574
SE23,2020,9.008018,2621.8823
SE23,2021,7.4564886,2358.819
SE23,2022,8.265865,2196.6448
SE23,2023,7.7315307,2810.0635
SE31,2010,2.4538093,4893.8657
SE31,2011,5.516018,5101.7236
SE31,2012,4.269136,5832.944
SE31,2013,4.7689385,4042.7837
SE31,2014,5.9794264,5586.4507
SE31,2015,5.6018443,5346.878
SE31,2016,5.158896,4583.761
SE31,2017,4.859325,4827.1836
SE31,2018,5.4026823,3862.6184
SE31,2019,5.266043,5472.636
SE31,2020,6.8092055,5047.282
SE31,2021,4.917048,4825.3403
SE31,2022,5.5527,4523.1104
SE31,2023,4.6720395,5647.8584
SE32,2010,0.4175607,5553.644
SE32,2011,3.8576221,6699.9473
SE32,2012,2.105684,6784.5156
SE32,2013,2.9738498,5758.703
SE32,2014,3.9778547,5899.7114
SE32,2015,3.553326,6722.706
SE32,2016,3.016821,5267.616
SE32,2017,2.694244,6080.2964
SE32,2018,2.9869692,4942.4478
SE32,2019,2.947275,6160.966
SE32,2020,4.411209,6255.907
SE32,2021,2.5732863,6135.196
SE32,2022,3.329449,6140.807
SE32,2023,2.2900279,6506.0176
SE33,2010,-1.0407687,12403.782
SE33,2011,1.9629487,16158.028
SE33,2012,-0.032633573,15834.224
SE33,2013,1.372557,13822.856
SE33,2014,1.92396,11960.627
SE33,2015,1.8931333,16327.897
SE33,2016,1.2929854,13939.533
SE33,2017,0.7095398,15348.197
SE33,2018,1.0121187,11634.387
SE33,2019,0.6130855,14625.776
SE33,2020,2.3896437,16359.282
SE33,2021,0.58860236,14427.612
SE33,2022,1.5631275,14385.326
SE33,2023,0.7809554,14225.958
SI03,2010,9.599021,1023.0293
SI03,2011,10.529278,590.9586
SI03,2012,10.723215,829.33044
SI03,2013,10.3616905,988.27747
SI03,2014,11.440752,1171.4983
SI03,2015,11.028695,802.80304
SI03,2016,10.662141,974.1249
SI03,2017,10.765108,951.4494
SI03,2018,11.252381,942.8997
SI03,2019,11.421292,989.6364
SI03,2020,11.000503,839.14185
SI03,2021,10.422467,859.72974
SI03,2022,11.48098,766.98114
SI03,2023,11.536743,1118.0992
SI04,2010,9.38257,885.26154
SI04,2011,10.548169,525.3849
SI04,2012,10.340415,746.29785
SI04,2013,10.240401,795.5055
SI04,2014,11.196294,1023.07605
SI04,2015,10.79778,605.74054
SI04,2016,10.499348,838.25494
SI04,2017,10.405165,821.5332
SI04,2018,11.085913,721.33734
SI04,2019,11.155059,822.49164
SI04,2020,10.646291,743.17456
SI04,2021,10.0054865,720.8433
SI04,2022,11.246276,582.4909
SI04,2023,11.195343,914.25134
SK01,2010,9.609622,121.77658
SK01,2011,10.627808,71.70677
SK01,2012,11.165291,78.21083
SK01,2013,10.584285,102.11754
SK01,2014,11.825114,114.55536
SK01,2015,11.562103,78.061104
SK01,2016,10.98589,92.48161
SK01,2017,11.060954,78.14121
SK01,2018,12.065183,81.45523
SK01,2019,11.914968,89.16378
SK01,2020,11.297667,104.60377
SK01,2021,10.534891,91.50505
SK01,2022,11.607205,82.82471
SK01,2023,12.031766,105.58224
SK02,2010,9.375046,1069.7097
SK02,2011,10.121856,566.8755
SK02,2012,10.617532,633.8816
SK02,2013,10.256667,801.11316
SK02,2014,11.43731,903.21063
SK02,2015,11.004481,670.15454
SK02,2016,10.472499,795.9003
SK02,2017,10.329541,731.79816
SK02,2018,11.584676,666.317
SK02,2019,11.435365,783.39386
SK02,2020,10.868931,853.09125
SK02,2021,10.151905,704.80634
SK02,2022,11.188914,645.1836
SK02,2023,11.482425,937.4256
SK03,2010,7.1551027,1279.5448
SK03,2011,7.784139,778.8715
SK03,2012,7.7943053,848.07684
SK03,2013,7.798561,931.6826
SK03,2014,9.02596,1022.6173
SK03,2015,8.6597805,809.29944
SK03,2016,7.9874997,1040.2355
SK03,2017,7.689687,1003.4819
SK03,2018,8.841865,803.7119
SK03,2019,8.890231,935.22644
SK03,2020,8.482592,1079.4305
SK03,2021,7.54316,891.7599
SK03,2022,8.664478,793.3416
SK03,2023,8.9479475,1123.0955
SK04,2010,7.697087,1200.0198
SK04,2011,8.256495,707.2334
SK04,2012,8.252874,823.79816
SK04,2013,8.428548,869.62317
SK04,2014,9.443976,939.81555
SK04,2015,9.124477,718.10626
SK04,2016,8.602193,933.44116
SK04,2017,8.328514,942.00323
SK04,2018,9.374251,807.9395
SK04,2019,9.561304,871.42944
SK04,2020,9.089916,983.47473
SK04,2021,8.124168,874.86646
SK04,2022,9.163415,728.96765
SK04,2023,9.549214,1071.1918
TR10,2010,15.657121,198.95172
TR10,2011,14.079251,130.88513
TR10,2012,15.447544,128.90625
TR10,2013,15.264365,107.24068
TR10,2014,15.594997,166.55159
TR10,2015,15.1692,143.38112
TR10,2016,15.496484,146.5187
TR10,2017,14.659343,163.36154
TR10,2018,15.621417,171.05771
TR10,2019,15.802025,124.341965
TR10,2020,15.872035,112.95128
TR10,2021,15.312669,154.43802
TR10,2022,15.230483,126.55926
TR10,2023,16.092897,141.15811
TR21,2010,15.164456,954.30756
TR21,2011,13.542221,671.9761
TR21,2012,14.971657,669.82556
TR21,2013,14.823558,636.055
TR21,2014,14.926239,968.22644
TR21,2015,14.810002,671.40295
TR21,2016,15.097931,601.39465
TR21,2017,14.442322,851.89246
TR21,2018,15.1325,819.9558
TR21,2019,15.5073595,595.30066
TR21,2020,15.331866,568.90967
TR21,2021,14.765503,897.0318
TR21,2022,14.831963,564.6715
TR21,2023,15.748253,640.94446
TR22,2010,15.557791,1309.5474
TR22,2011,13.498113,763.4201
TR22,2012,14.855708,970.7928
TR22,2013,14.875923,852.6669
TR22,2014,15.240573,1092.3547
TR22,2015,14.800441,968.79865
TR22,2016,15.138296,913.5532
TR22,2017,14.426231,969.8677
TR22,2018,15.517215,1043.6364
TR22,2019,15.314289,871.63354
TR22,2020,15.183856,777.40857
TR22,2021,15.036755,1064.9844
TR22,2022,14.749126,720.7279
TR22,2023,15.558255,1107.1635
TR31,2010,17.754559,633.31793
TR31,2011,15.860247,437.17575
TR31,2012,17.076984,528.4844
TR31,2013,16.897778,536.3846
TR31,2014,17.20362,558.3735
TR31,2015,16.917849,524.2805
TR31,2016,17.243849,442.1959
TR31,2017,16.799007,493.27087
TR31,2018,17.80873,488.01328
TR31,2019,17.435858,519.45593
TR31,2020,17.341984,382.83252
TR31,2021,17.365906,576.6163
TR31,2022,17.01755,336.72046
TR31,2023,17.641792,617.5146
TR32,2010,16.925964,1248.7678
TR32,2011,15.140923,1267.3312
TR32,2012,16.078485,1403.4061
TR32,2013,15.915609,1139.698
TR32,2014,16.237768,1281.9567
TR32,2015,16.029213,1286.1509
TR32,2016,16.737612,954.7138
TR32,2017,16.17416,1169.8914
TR32,2018,17.049553,1151.0353
TR32,2019,16.696693,1224.3728
TR32,2020,16.896372,924.85425
TR32,2021,16.837717,1038.4694
TR32,2022,16.224493,884.18677
TR32,2023,16.684574,1311.4634
TR33,2010,14.370677,1616.8556
TR33,2011,11.924367,1443.7561
TR33,2012,13.090663,1541.0223
TR33,2013,13.13519,1309.2213
TR33,2014,13.783533,1494.5144
TR33,2015,13.072238,1654.7671
TR33,2016,13.798938,1268.2476
TR33,2017,12.978595,1430.2188
TR33,2018,14.146455,1558.7283
TR33,2019,13.872239,1298.8949
TR33,2020,13.967305,1196.5294
TR33,2021,13.510491,1482.3408
TR33,2022,12.991271,1118.2021
TR33,2023,13.8367405,1907.1893
TR41,2010,14.181985,1309.412
TR41,2011,11.674786,995.7991
TR41,2012,13.042273,1093.3771
TR41,2013,13.121958,886.7645
TR41,2014,13.732084,1179.8086
TR41,2015,12.851945,1220.8442
TR41,2016,13.3467,1049.1523
TR41,2017,12.572312,997.9582
TR41,2018,13.89861,1204.7367
TR41,2019,13.49803,988.67896
TR41,2020,13.6614485,857.4104
TR41,2021,13.003132,1152.4133
TR41,2022,12.633758,907.23706
TR41,2023,13.723619,1290.5503
TR42,2010,12.897016,1281.5399
TR42,2011,10.701859,990.1352
TR42,2012,11.861593,1088.2444
TR42,2013,11.91207,898.32306
TR42,2014,12.581127,1254.8838
TR42,2015,11.696417,1162.2448
TR42,2016,11.831661,1155.1361
TR42,2017,11.315159,1089.7712
TR42,2018,12.702119,1191.515
TR42,2019,12.2760515,1029.3121
TR42,2020,12.524165,917.53577
TR42,2021,11.799544,1202.136
TR42,2022,11.488612,1063.6987
TR42,2023,12.667088,1296.4458
TR51,2010,13.813284,732.5077
TR51,2011,10.958024,655.5996
TR51,2012,12.281495,707.82947
TR51,2013,12.273865,490.633
TR51,2014,13.148072,715.4541
TR51,2015,12.103759,771.1649
TR51,2016,12.526983,673.9044
TR51,2017,12.128967,591.5565
TR51,2018,13.61306,696.21564
TR51,2019,12.879792,648.84375
TR51,2020,13.312288,454.07486
TR51,2021,12.220689,649.47986
TR51,2022,11.892902,614.1939
TR51,2023,12.938913,787.3869
TR52,2010,13.880389,1132.4158
TR52,2011,10.925391,1158.6476
TR52,2012,11.945935,1255.971
TR52,2013,12.124605,814.68964
TR52,2014,13.0398445,1134.7113
TR52,2015,12.243054,1174.7609
TR52,2016,13.016837,1125.4348
TR52,2017,12.198594,1093.0013
TR52,2018,13.783717,1199.8711
TR52,2019,12.9570675,1327.0941
TR52,2020,13.267487,1014.69135
TR52,2021,12.462189,1003.9997
TR52,2022,11.855697,1177.165
TR52,2023,12.872712,1237.3304
TR61,2010,14.502891,1647.274
TR61,2011,12.567142,1555.4209
TR61,2012,13.258428,1827.3516
TR61,2013,13.384806,1319.4695
TR61,2014,13.660471,1719.3069
TR61,2015,13.445482,1656.5046
TR61,2016,14.169642,1424.8582
TR61,2017,13.513163,1546.8159
TR61,2018,14.63482,1497.4661
TR61,2019,14.078756,1742.0254
TR61,2020,14.498243,1300.4551
TR61,2021,14.2776375,1305.0022
TR61,2022,13.610919,1366.1356
TR61,2023,14.330632,1637.991
TR62,2010,15.951426,1339.5214
TR62,2011,13.862752,1247.8466
TR62,2012,14.521662,1647.7804
TR62,2013,14.7522545,894.5427
TR62,2014,15.093446,1241.1184
TR62,2015,14.826023,1181.3497
TR62,2016,15.143215,1318.5405
TR62,2017,14.875258,1135.5553
TR62,2018,16.033438,1451.7365
TR62,2019,15.339403,1616.1069
TR62,2020,15.566389,1166.9026
TR62,2021,15.459682,1008.9025
TR62,2022,15.009034,1148.7217
TR62,2023,15.559979,1133.7996
TR63,2010,15.522073,887.63617
TR63,2011,13.145267,939.0679
TR63,2012,13.907368,1157.4001
TR63,2013,14.08365,689.36346
TR63,2014,14.845154,811.75806
TR63,2015,14.364324,930.7327
TR63,2016,14.590346,848.2151
TR63,2017,14.285903,722.0869
TR63,2018,15.441425,1072.6853
TR63,2019,14.651729,1101.737
TR63,2020,14.954072,768.6634
TR63,2021,14.959233,730.27704
TR63,2022,14.54521,808.4154
TR63,2023,15.044509,896.9927
TR71,2010,13.728732,854.1031
TR71,2011,10.686336,794.19995
TR71,2012,11.876485,894.68286
TR71,2013,11.8176775,589.4833
TR71,2014,13.002977,769.36053
TR71,2015,11.963206,864.2025
TR71,2016,12.46002,834.7206
TR71,2017,12.16561,710.5055
TR71,2018,13.695543,810.0023
TR71,2019,12.622774,830.39856
TR71,2020,12.908904,669.7903
TR71,2021,12.057202,771.5054
TR71,2022,11.711649,776.6113
TR71,2023,12.5902605,907.35815
TR72,2010,11.060629,2001.4305
TR72,2011,7.791626,1841.1398
TR72,2012,8.742767,2017.6277
TR72,2013,8.784952,1413.3186
TR72,2014,10.48545,1663.0182
TR72,2015,9.411559,1847.3558
TR72,2016,9.449217,1851.2363
TR72,2017,9.354254,1596.9476
TR72,2018,11.035992,1834.3639
TR72,2019,10.012536,1724.0791
TR72,2020,10.2264805,1494.4983
TR72,2021,9.64618,1643.6958
TR72,2022,9.538469,1624.8417
TR72,2023,10.090642,2174.1582
TR81,2010,13.243167,527.41626
TR81,2011,10.955678,447.5441
TR81,2012,12.046313,506.2523
TR81,2013,11.905208,481.1859
TR81,2014,12.747314,568.85144
TR81,2015,11.935567,522.0137
TR81,2016,12.055338,547.30225
TR81,2017,11.723175,521.06665
TR81,2018,13.175006,491.29675
TR81,2019,12.5234785,463.17197
TR81,2020,12.901477,385.98633
TR81,2021,12.113048,592.022
TR81,2022,11.976306,580.36615
TR81,2023,13.170937,605.80444
TR82,2010,11.768915,1141.5863
TR82,2011,9.295248,1003.90625
TR82,2012,10.347607,1078.3519
TR82,2013,10.447866,884.058
TR82,2014,11.2609005,1166.7643
TR82,2015,10.311196,1127.655
TR82,2016,10.585257,1139.717
TR82,2017,10.43545,1024.5294
TR82,2018,11.853346,1034.0844
TR82,2019,11.123545,957.01025
TR82,2020,11.624712,792.1629
TR82,2021,10.709326,1099.1688
TR82,2022,10.659346,1046.7281
TR82,2023,11.780439,1194.1328
TR83,2010,12.83634,1928.0681
TR83,2011,10.090945,1649.5771
TR83,2012,11.099175,1933.1398
TR83,2013,11.201858,1276.3271
TR83,2014,12.294194,1566.5063
TR83,2015,11.475901,1721.4698
TR83,2016,11.632593,1807.5447
TR83,2017,11.537279,1553.7252
TR83,2018,13.045938,1630.5209
TR83,2019,12.152711,1478.0016
TR83,2020,12.550408,1234.828
TR83,2021,11.9677925,1607.5917
TR83,2022,11.709915,1573.2822
TR83,2023,12.539185,1907.2075
TR90,2010,10.004652,2919.3955
TR90,2011,6.9424343,2984.9673
TR90,2012,8.119395,2867.113
TR90,2013,7.7037234,2469.328
TR90,2014,9.109527,2849.1506
TR90,2015,8.752503,3041.5715
TR90,2016,8.366476,3299.551
TR90,2017,8.478314,2578.6172
TR90,2018,10.163105,3030.8228
TR90,2019,9.321132,2507.7534
TR90,2020,9.469405,2434.35
TR90,2021,9.250983,2799.8743
TR90,2022,8.933742,2648.9907
TR90,2023,9.799542,3089.3154
TRA1,2010,7.690915,1806.5415
TRA1,2011,4.4647574,1867.3134
TRA1,2012,5.642069,1721.2334
TRA1,2013,5.1681514,1454.298
TRA1,2014,6.7597585,1486.1708
TRA1,2015,6.662579,1891.8009
TRA1,2016,6.0075164,1900.4154
TRA1,2017,6.3857923,1370.7065
TRA1,2018,8.037602,2016.901
TRA1,2019,7.190782,1398.9487
TRA1,2020,7.1750526,1548.996
TRA1,2021,7.5623627,1515.6775
TRA1,2022,6.9840035,1572.071
TRA1,2023,7.5374146,2008.9646
TRA2,2010,8.203437,1454.0157
TRA2,2011,5.3417597,1435.4506
TRA2,2012,6.1890635,1291.4829
TRA2,2013,5.9550643,1182.6267
TRA2,2014,7.065625,1237.0015
TRA2,2015,6.952419,1491.1232
TRA2,2016,6.0948896,1471.8953
TRA2,2017,6.4960256,1053.2341
TRA2,2018,8.296531,1476.2906
TRA2,2019,7.2049727,1106.4891
TRA2,2020,7.170327,1222.9929
TRA2,2021,7.7233453,1133.5955
TRA2,2022,7.2423735,1113.4148
TRA2,2023,7.8223834,1409.461
TRB1,2010,12.700841,1578.6362
TRB1,2011,9.803442,1634.1075
TRB1,2012,10.557291,1860.7455
TRB1,2013,10.361223,1296.2571
TRB1,2014,11.749004,1295.3644
TRB1,2015,11.307653,1612.1254
TRB1,2016,11.053416,1546.7491
TRB1,2017,11.129709,1237.0768
TRB1,2018,12.63931,1918.7937
TRB1,2019,11.71892,1625.8573
TRB1,2020,11.875826,1426.5309
TRB1,2021,12.135688,1201.047
TRB1,2022,11.7388115,1419.8083
TRB1,2023,11.818016,1992.5175
TRB2,2010,9.470438,1767.458
TRB2,2011,6.7022943,1948.7963
TRB2,2012,7.4718356,1868.4712
TRB2,2013,7.4181423,1867.897
TRB2,2014,8.30031,1539.3372
TRB2,2015,8.322959,1919.754
TRB2,2016,7.9399624,2087.3604
TRB2,2017,8.15707,1502.2507
TRB2,2018,9.586372,2197.1255
TRB2,2019,8.641263,1776.9346
TRB2,2020,8.519366,1746.9607
TRB2,2021,9.606262,1404.09
TRB2,2022,8.989168,1510.848
TRB2,2023,9.249627,1896.5092
TRC1,2010,17.623825,446.14984
TRC1,2011,15.237095,516.4118
TRC1,2012,16.060253,713.9282
TRC1,2013,16.113659,387.4321
TRC1,2014,16.95745,452.90375
TRC1,2015,16.390335,506.47162
TRC1,2016,16.709745,445.9171
TRC1,2017,16.393217,366.17853
TRC1,2018,17.363604,746.5172
TRC1,2019,16.501328,682.1728
TRC1,2020,16.827204,513.4211
TRC1,2021,17.092777,362.7348
TRC1,2022,16.721992,479.249
TRC1,2023,16.9494,598.17505
TRC2,2010,18.594135,899.70776
TRC2,2011,16.264843,1184.9108
TRC2,2012,17.111599,1365.5825
TRC2,2013,16.958122,964.798
TRC2,2014,17.80833,991.5848
TRC2,2015,17.280567,1132.6322
TRC2,2016,17.576462,1055.6831
TRC2,2017,17.307898,773.0131
TRC2,2018,18.42992,1605.9218
TRC2,2019,17.457989,1506.0358
TRC2,2020,17.72301,1124.7281
TRC2,2021,18.290361,709.7053
TRC2,2022,17.771019,993.69525
TRC2,2023,17.91447,1262.9995
TRC3,2010,16.205713,864.172
TRC3,2011,13.804781,1114.3398
TRC3,2012,14.871189,1067.1654
TRC3,2013,14.505291,987.7224
TRC3,2014,15.490126,841.31146
TRC3,2015,15.00776,1058.8312
TRC3,2016,15.202151,1145.0978
TRC3,2017,15.027784,816.8774
TRC3,2018,16.23068,1308.0034
TRC3,2019,15.28638,1369.1797
TRC3,2020,15.547209,1043.5706
TRC3,2021,16.439247,681.88574
TRC3,2022,15.740368,849.71045
TRC3,2023,16.068655,1058.1875
UKC1,2010,7.512399,150.38872
UKC1,2011,9.170913,168.07938
UKC1,2012,8.188159,230.86261
UKC1,2013,8.2884,169.11697
UKC1,2014,9.393066,188.46417
UKC1,2015,8.696407,199.98169
UKC1,2016,8.754974,165.84587
UKC1,2017,9.115858,171.37718
UKC1,2018,8.931123,167.20772
UKC1,2019,8.892358,192.31128
UKC1,2020,9.112865,203.81737
UKC1,2021,8.864672,191.29944
UKC1,2022,9.6006,168.82324
UKC1,2023,9.485013,207.65591
UKC2,2010,7.742882,325.00647
UKC2,2011,9.257649,345.4037
UKC2,2012,8.339621,427.28998
UKC2,2013,8.495987,319.63538
UKC2,2014,9.513129,357.24734
UKC2,2015,8.806638,382.28033
UKC2,2016,8.870209,324.93018
UKC2,2017,9.270074,347.04303
UKC2,2018,9.010211,331.86435
UKC2,2019,9.075653,357.3332
UKC2,2020,9.236726,381.3696
UKC2,2021,8.991353,387.73633
UKC2,2022,9.750585,327.11316
UKC2,2023,9.602608,396.02374
UKD1,2010,7.442009,511.15036
UKD1,2011,9.134511,745.1487
UKD1,2012,8.2814,816.3223
UKD1,2013,8.29626,639.0362
UKD1,2014,9.516887,766.99066
UKD1,2015,8.623749,849.5731
UKD1,2016,8.868968,643.0454
UKD1,2017,9.084392,700.1066
UKD1,2018,8.956449,635.21387
UKD1,2019,8.947011,730.4182
UKD1,2020,9.14222,848.49646
UKD1,2021,8.877339,699.2769
UKD1,2022,9.559262,698.0381
UKD1,2023,9.580798,791.0938
UKD3,2010,8.164689,80.31273
UKD3,2011,10.020305,91.9199
UKD3,2012,8.95297,134.1114
UKD3,2013,8.946304,91.049194
